,annotation,content,user
9099,"{'notes': '', 'label': ['0']}",another week?! I NEED a haircut like YOU need a hole in your head! (i will grow it to my ass if you want),schnek
9100,"{'notes': '', 'label': ['0']}", Newsy v 1.0 wouldn't have given two squirts of piss about work. Just sayin.,bitchtits93
9101,"{'notes': '', 'label': ['0']}",and  we've been waiting all morning. You need to quit draggin' ass.,bigmack2281
9102,"{'notes': '', 'label': ['0']}",I gave my wife Neil Gaiman's 'Preludes And Nocturnes' and 'The Dreamhunters' for Xmas. Bloody expensive! Damn comic nerds! :-P,thisgoeshere
9103,"{'notes': '', 'label': ['0']}",damn crackers.,myzzkay
9104,"{'notes': '', 'label': ['0']}",wow  that is bad ass!,beerawk
9105,"{'notes': '', 'label': ['0']}",which Fujitsu SfanSnap model is it? I hate how the mac version of the s300 costs a lot more for the Mac version,russelbutt
9106,"{'notes': '', 'label': ['0']}",that sucks.  I'm sorry to hear that!  I hope everything works out for you guys and that you can still have a great holiday!,Amomio
9107,"{'notes': '', 'label': ['0']}",EW! I hate waking up that early.,jstrelsky
9108,"{'notes': '', 'label': ['0']}",Dang that's rough.  i'm just glad there are jobs in Texas for people whos states economy sucks worse then ours,ninja080
9109,"{'notes': '', 'label': ['0']}", That sucks make Justin come get you on his bike,PamsLove
9110,"{'notes': '', 'label': ['0']}","Exactly! hate that so many designers and retailers think ""plus size"" = ""matronly"". Or clothing cheaply made.",Gothicwiccan16
9111,"{'notes': '', 'label': ['0']}",damn it's all been hoovered now lol. Now chocolate brownies and vanilla bean ice cream. Prezzies opened. Romantic comedy asap @V zzzz,poojaiyer
9112,"{'notes': '', 'label': ['0']}",did you get those pants from Molten Core? cuz that ass is epic! :D,vale101
9113,"{'notes': '', 'label': ['0']}",@bilbrauer says your an old balls and had me say it because his phone sucks :-p cheers.,lindasue714
9114,"{'notes': '', 'label': ['0']}",oh fuck yea  i fucking love fake christmas. especially with fake christians. i think we called it chanukah!,craftymamaof4
9115,"{'notes': '', 'label': ['0']}",Damn it  now I have an urge to move to Vermont,geo2011
9116,"{'notes': '', 'label': ['0']}",that is one damn scary thought.....,iinfamouszG
9117,"{'notes': '', 'label': ['0']}",wasn't it fucking awesome?! I want Simon to go out with Josh Groban  their combined curly-haired hotness would RULE THE WORLD,markradcliff
9118,"{'notes': '', 'label': ['0']}",oh yeah  they are definitely in Norwich. And she had about &#163;50 worth of post  I had four letters to Australia. DAMN THEM!,donperignon
9119,"{'notes': '', 'label': ['0']}",I hate him too  but his face is sort of inexplicably fascinating. A balding woman with bangs would make the show more fun,miriamjudd
9120,"{'notes': '', 'label': ['0']}",yeah editing and processing stuff is fine  it's usually around exporting that ass drag takes affect.,ashleyfifteen
9121,"{'notes': '', 'label': ['0']}",damn dude. that is spot on (wrt fb v twitter),kpfeiffer
9122,"{'notes': '', 'label': ['0']}",Started doing 10 a day and just worked my way up over time! Now if only I could get rid of that stubborn last bit of belly fat!,__ashleymarie
9123,"{'notes': '', 'label': ['0']}",Are we talking about the same problem here? I was referring to the general hatey-hate going on re: Fox... (cont.),chelsutley
9124,"{'notes': '', 'label': ['0']}",Fuck.. didn't pay them enough I guess.,RAYRAY_SODMG
9125,"{'notes': '', 'label': ['0']}",Oh  crap... I just saw (and talked) with some of them yesterday....  that sucks...,jocelynbrooks
9126,"{'notes': '', 'label': ['0']}",damn son how do I get jeffstaple status,bhartling
9127,"{'notes': '', 'label': ['0']}",Sorry was offline for awhile. The Twitter Whale comes up when their system is too busy to handle request. It is Whale Graphic.,CigaretteLitRob
9128,"{'notes': '', 'label': ['0']}",I know...I thought he decided to stay here....that sucks. What I'd give to catch him under the mistletoe...,YaaaaZ
9129,"{'notes': '', 'label': ['0']}",- we need to have desing discussions... none of the artists i work with give a fuck past thier day job about art :(,YaaaaZ
9130,"{'notes': '', 'label': ['0']}",- *hugz* ...and yer on the west so its only like noon or sumpin. damn.,flappinganimal
9131,"{'notes': '', 'label': ['0']}",oh no - that sucks - ouch!,Guineena
9132,"{'notes': '', 'label': ['0']}",i hate firefox today. doesnt want to work at all - i have had to go on safari ;),beccanicole1984
9133,"{'notes': '', 'label': ['0']}",still at ex-husbands house! i will be getting it just not quite yet. hmmm that really sucks. stoopid ps3,umerh
9134,"{'notes': '', 'label': ['0']}",but dad sleep fail whale?,whittbby
9135,"{'notes': '', 'label': ['0']}",why thanks. but damn do I feel old.,TheFreakSquad
9136,"{'notes': '', 'label': ['0']}",Nope sorry. 2009 will kick 2008's ass. At least the summer anyway.,pollyislove
9137,"{'notes': '', 'label': ['0']}",yea I drive a punk ass  truck so Im lovin these petro prices. 10 bux is half a tank.,saawan
9138,"{'notes': '', 'label': ['0']}",You always fuck around. LOL. :p,zach214
9139,"{'notes': '', 'label': ['0']}",Did she give you a shot? I hate shots.,reflective
9140,"{'notes': '', 'label': ['0']}",Let me just launch my ass to work then.,disintegration
9141,"{'notes': '', 'label': ['0']}",pls consider using LDAP fat clients  not thin clients  unless you have a really good network & good server. How many kids?,alaskagurl
9142,"{'notes': '', 'label': ['0']}",- blow it out your Manhattanite ass.  Jeff Zucker doesn't pay for all of our spa days at Garren NY.,bethie138
9143,"{'notes': '', 'label': ['0']}",I hate you.,DWsCoverGirl1
9144,"{'notes': '', 'label': ['0']}",fuck yeah mall bangs,paualberto
9145,"{'notes': '', 'label': ['0']}",Well I mean  it *is* Call in Gay day today.,PamsLove
9146,"{'notes': '', 'label': ['0']}",yeah it was about guinea pig sized. Small compared to the cat-sized monster rat we saw at home! Buy I know they get bigger. ;),sajjadk
9147,"{'notes': '', 'label': ['0']}",@cbarrett We observed that it seemed a lot easier than when we did it back in college. We are less fat now than we used to be. :P,ThatJaiGirl
9148,"{'notes': '', 'label': ['0']}",that looks bad ass  don't think it's gonna happen on this trip. I did see Hundertwasser's work on the sewage plant  pix to come.,ChristineLCorda
9149,"{'notes': '', 'label': ['0']}",So you hate the new trackpad? *sends Jack's Xmas present back to Apple* *innocent whistling* :D,cookie_crisp123
9150,"{'notes': '', 'label': ['0']}",Are you trying to freak me out?,cdbibay
9151,"{'notes': '', 'label': ['0']}",http://twitpic.com/sqha - I would hate to be on the road with Seattle drivers in the morning.,melodytan
9152,"{'notes': '', 'label': ['0']}",Huckabee can be pretty slick and glib  but he seemed to stumble on the gay marriage issue. He made some odd sounding statements.,unconscionable
9153,"{'notes': '', 'label': ['0']}",Sorry for going the obvious/safe/kick-ass-game route: LBP or MGS4 or Resistance 2. All three are really awesome games.,albynomonk
9154,"{'notes': '', 'label': ['0']}",I blame the holidays! Family (mine at least) completely sucks; but worse than family is all the dang cleaning! Ugh!,Chris_Richey_
9155,"{'notes': '', 'label': ['0']}",eats pig ears. Blah!! :/,bigmack2281
9156,"{'notes': '', 'label': ['0']}",i hate you for that!!!!!!! &#172;&#172;&#172;,xDirtyBurdx
9157,"{'notes': '', 'label': ['0']}",O'Malley  our cat  drank them all. Hmm  maybe HE is the culprit. Damn cat has the gift of gab AND Leprechaun beer. For shame!,xjettdisregardX
9158,"{'notes': '', 'label': ['0']}",What's with the iPhone hate?,courtproduction
9159,"{'notes': '', 'label': ['0']}",I hate you for introducing this to me. :-/,myoctober
9160,"{'notes': '', 'label': ['0']}",Is someone a bit of a twitter control freak?,missmariant
9161,"{'notes': '', 'label': ['0']}",but shotgun approach is spam and will make people hate you. Something like kzero.co.uk (but non VW) consultancy to help maybe?,BrianNippon
9162,"{'notes': '', 'label': ['0']}",Noting that while you  a mere cat  may be keeking my ass w/ ur plethora of Twitter fans  I am more handsome in a leather jacket.,thtsnotmyname
9163,"{'notes': '', 'label': ['0']}",agreed @ FB external links. I hate being stuck in frames. Same with Google Image.,fubucheekz
9164,"{'notes': '', 'label': ['0']}",yes the k-8 gig was not nearly as terifying as I had suspected. I didn't die and the kids did not hate me. Great fun!,amberwhiting
9165,"{'notes': '', 'label': ['0']}",Been there way too many times...  I hate it for ya!,mamajelly
9166,"{'notes': '', 'label': ['0']}",Don't you hate it when that happens? I wish I could isolate myself with my computer but alas  no such luck...,BirstinKirstin
9167,"{'notes': '', 'label': ['0']}",I'm sorry. It sucks that you do make an effort and you get ignored and afterwards everyone blames you for not trying...,thewinekone
9168,"{'notes': '', 'label': ['0']}","@SuzeMuse I hate when twitter makes me use dictionary.com - i feel so dumb! ""monocled"" - (I have 2 unglassed eyes - phew!)",janellemariee
9169,"{'notes': '', 'label': ['0']}",Tears for fears! Oh well  time for my third Heineken. Happy Holidays  Fuck Boy.,tynie626
9170,"{'notes': '', 'label': ['0']}",Don't hate on my popularity. Haaa!!,SammiiSTACK
9171,"{'notes': '', 'label': ['0']}",Fuck! I forgot to watch.,twishes
9172,"{'notes': '', 'label': ['0']}",damn you lost all the players you wanted to ny sports teams. The Yankees are gonna be a force to be reckoned with.,stageready
9173,"{'notes': '', 'label': ['0']}",Yeah  heading back to work will be your vacation. You don't do any damn work there anyhow!,sacredthree
9174,"{'notes': '', 'label': ['0']}",Didn't they say IE8 would be their most compliant yet? It seriously sucks.,juss14
9175,"{'notes': '', 'label': ['0']}",johnny pastramis...the best hands down!... damn i wanna fall out rite now,Snuva
9176,"{'notes': '', 'label': ['0']}",@yeswhat damn ya had a slumber party?!?,deliviel
9177,"{'notes': '', 'label': ['0']}",damn ya gettin it poppin early  its ya bday tho rite? have a good one mayne...,vickdwivedi
9178,"{'notes': '', 'label': ['0']}",It was  a ROTTEN Oak. Damn thing is about hollow.,DustinJMcClure
9179,"{'notes': '', 'label': ['0']}",Can't tell you how many times I snuck that big bitch into my bag and had her coach me through a test. Too bad about her leg...,brittanygill7
9180,"{'notes': '', 'label': ['0']}",Fuck Yeah!,Ellejr
9181,"{'notes': '', 'label': ['0']}",just put your phone on dilent or turn tweets off  damn yo,Joanmarie
9182,"{'notes': '', 'label': ['0']}",I hate those spam email that require forms - email is supposed to make it easier to talk not harder,drmynoralvarez
9183,"{'notes': '', 'label': ['0']}",Yeah  that sucks. Saw some nasty accidents going thru Bangor last night.,JediRhith
9184,"{'notes': '', 'label': ['0']}",Yer a fackin pussy.,PEDBlue87
9185,"{'notes': '', 'label': ['0']}",tx.. may you have a kick-ass 09!,theevilgumby
9186,"{'notes': '', 'label': ['0']}",oh  ow...i hate that.,teashabayles
9187,"{'notes': '', 'label': ['0']}",that sucks. i sent you what i think is a decent tag lastnight and will likely send one today for Lachlan. feel better.,MissSididdy
9188,"{'notes': '', 'label': ['0']}",I am sorry to hear about your foot. That really sucks. I hope you feel better.,MissLaura317
9189,"{'notes': '', 'label': ['0']}",i hate passwords.,SimoneBlum
9190,"{'notes': '', 'label': ['0']}",Well  snuggles up in a most decidedly non-sexual kind of way. Hey  I don't want Jaye kicked my ass! Well.....  ;-),ABQTweets
9191,"{'notes': '', 'label': ['0']}",Cane?!? Really?? Oh my...that's so awesome! ;-) Poor Jaye!  That really sucks.... stupid internet!!,RebeccaFaber
9192,"{'notes': '', 'label': ['0']}","lets never text again  just twitter at eachother from now on.  btw  does DP stand for ""dick pounded""?  or what?",KarenKingsbury
9193,"{'notes': '', 'label': ['0']}",DAMN STRAIGHT YOU ARE :),singswell
9194,"{'notes': '', 'label': ['0']}",damn straight you will be.,RAZE502
9195,"{'notes': '', 'label': ['0']}",damn straight you need to find your iPod.,sweet_pippi2000
9196,"{'notes': '', 'label': ['0']}",I'm fucking KILLER at the drums,nikkiburton
9197,"{'notes': '', 'label': ['0']}",fuck yeah fuck yeah.  FUCK YEAH!,Cameron_OConnor
9198,"{'notes': '', 'label': ['0']}",my brother does that all the fucking time. Its ridiculous,zarathustra99
9199,"{'notes': '', 'label': ['0']}",Dick jokes ;),aitenshi
9200,"{'notes': '', 'label': ['0']}",http://twitpic.com/qcy4 - I HATE YOU MERIEM,Kitsucoon
9201,"{'notes': '', 'label': ['0']}",Hot damn I love Gambit!!! oooh they'd better pick a very attractive actor for him...mmmm gaaaambit,HONEYTAYLOR
9202,"{'notes': '', 'label': ['0']}",IT'S LIKE YOU HATE ME SO MUCH GREG!!!! SO MUUUUUUCH *cries*,CaritoTang
9203,"{'notes': '', 'label': ['0']}",Damn straight woman!,jodante
9204,"{'notes': '', 'label': ['0']}",Bitch ur crazy! Hahah mean I like mcr as much as the next guy  but ur making death threats to bob If he doesnt anwser you.,BleuDiamond
9205,"{'notes': '', 'label': ['0']}",WHAT THE FUCK BRYAR! hahah people are making death threats to you.,MiekaJoi
9206,"{'notes': '', 'label': ['0']}",http://twitpic.com/tyu9 - Fuck that looks like fun!!,ManuelaW
9207,"{'notes': '', 'label': ['0']}",Hot damn! I need to get me one of those Cuisinart DCC-2000 Coffee on Demand Coffeemaker.haha,Stephyblue
9208,"{'notes': '', 'label': ['0']}",damn you guys got there early!,annacecile
9209,"{'notes': '', 'label': ['0']}",SINCE PEOPLE AREN'T FUCKING PLANES! GODDAMIT!,crystalvaladez
9210,"{'notes': '', 'label': ['0']}","Damn Evan... you PIMP!""",AntonioJose01
9211,"{'notes': '', 'label': ['0']}",That's how I am thinking about the Rick Warren invocation.  (Damn  the neighborhood is going to be talking about this.),tephdee
9212,"{'notes': '', 'label': ['0']}",this kicked ass. http://tinyurl.com/3ryxxw,stopsmokingtip
9213,"{'notes': '', 'label': ['0']}",The fuck? How come you're on the couch?,Adrienne_V
9214,"{'notes': '', 'label': ['0']}",Mine are: oh  work  fuck  fucking  going. Muchly proud. http://tinyurl.com/65kpkr,Makaelaa
9215,"{'notes': '', 'label': ['0']}",Aw  thanks. I don't even know where to buy a tree though. Blahblah I hate Christmas.,demonsangel1990
9216,"{'notes': '', 'label': ['0']}",i just hate it when i have brilliant ideas and don't record them. the ones i do record are just never as good ...,manderg
9217,"{'notes': '', 'label': ['0']}", I'm done...except for groceries....I avoid malls at all times...hate them.,iamNOTvladdy
9218,"{'notes': '', 'label': ['0']}",Ohhh  those. I hate those.,DonnaofShePromo
9219,"{'notes': '', 'label': ['0']}",jbt kolika ti je ta kada... meni nikad nije palo na pamet da udjem u kadu... is it cause I'm fat?,EmilyMaddison
9220,"{'notes': '', 'label': ['0']}",you re so mean :D :D :D but we love you ( in non-gay way of course :D ),Karynn1542
9221,"{'notes': '', 'label': ['0']}",yep  shoutem kicks ass :),kerielaine
9222,"{'notes': '', 'label': ['0']}",Oh you lucky bitch! I have to go out tomorrow or Saturday (ew!),zhelezika
9223,"{'notes': '', 'label': ['0']}",What's new is this cold ass air out here in Cali! Totally unacceptable. You gotta get that playtime in ;),PopGoesTheChris
9224,"{'notes': '', 'label': ['0']}",good luck gettin her ass to pay up! lol,georgiakain
9225,"{'notes': '', 'label': ['0']}",don't u hate unrealistic theories?,spookyfox4
9226,"{'notes': '', 'label': ['0']}",really? i hate snow. it makes people slip & fall T.T and i'm paranoid of driving on black ice &gt;.&gt;,mrryanmichaels
9227,"{'notes': '', 'label': ['0']}",I hate you. I've had it for a few months and I'm only medium.,Hollster_23
9228,"{'notes': '', 'label': ['0']}",bitch. You told me all that. LOL,Msz_Castro
9229,"{'notes': '', 'label': ['0']}",no. I won't rape Aidan. And you are a bitch. And I'm done talking for now. I have some one else I want to talk to :),eric10810
9230,"{'notes': '', 'label': ['0']}",adams bday tomorrow? it sucks i am so busy wit homework - josh and i were thinking we could do something thurs maybe,PamsLove
9231,"{'notes': '', 'label': ['0']}", Yeah  smart!! Lets encourage kids to eat cereal that is pure sugar so they get fat AND rotten teeth. Lovely.,louie52
9232,"{'notes': '', 'label': ['0']}",Hate e anne and yeah i'd totally prty w/u lmao,Lynn_Ma
9233,"{'notes': '', 'label': ['0']}",Just because the roads are WET is no reason to freak out. Maybe I should get upset when I do dishes because there's water.,gabeway
9234,"{'notes': '', 'label': ['0']}",The issue there is that I don't have another Mac to do that. I'm the only mac in a surrounding of PCs. Grrrr! This sucks!,LauraC1023
9235,"{'notes': '', 'label': ['0']}",has a stick up her ass.,connolly227
9236,"{'notes': '', 'label': ['0']}",www.cantstopthis.net fag. It's this upcoming saturday.,AbnerPotter
9237,"{'notes': '', 'label': ['0']}",HAHAH! Dont feel bad  I fail too. Im at work and still have hella shopping to do. I hate commerce driven holidays.,Cathyroxx
9238,"{'notes': '', 'label': ['0']}",Are you *having* brunch at Max Brenner's?  Because I need to know whether to hate you this morning.,karitas
9239,"{'notes': '', 'label': ['0']}",Then I shall hate you retroactively yesterday for that.  Look at me  I'm all green with envy and spite.,JadNebalasca
9240,"{'notes': '', 'label': ['0']}",ohhhhhhh that always sucks! are you going to be around wny for christmas? ill be in SC from the 24th-28th.,MariShun
9241,"{'notes': '', 'label': ['0']}",Oh..that sucks..It seems like xmas is passing faster this year then last year!,michaeldoyle
9242,"{'notes': '', 'label': ['0']}",yes i do and it sucks.,Sarreh
9243,"{'notes': '', 'label': ['0']}",damn  that sucks. it rocks having around 6 people working on different pieces of the control system.,AleRuRo
9244,"{'notes': '', 'label': ['0']}",damn  dude. nice find. awesome work in there.,RogelioJr
9245,"{'notes': '', 'label': ['0']}",damn  looks incredible :),lpboud
9246,"{'notes': '', 'label': ['0']}",it's weird... I usually hate country music  but hearing it on the local level is quite different.,tonethab1987
9247,"{'notes': '', 'label': ['0']}",I love this weather because it isn't that cold. What I hate is the frozen winds of early February.,faith_gal220
9248,"{'notes': '', 'label': ['0']}",is picking on me and my love / hate with google.,tiffany_nicole
9249,"{'notes': '', 'label': ['0']}",damn. Sorry you missed the show fam. Really cool of you to try and make it.,bKLyN_JaY
9250,"{'notes': '', 'label': ['0']}",Want more energy?...lose some weight..aka FAT both products Science-based..one has composite patent other double-blind study!,hyper_kitty
9251,"{'notes': '', 'label': ['0']}",you got a Chumby? rock on! if you make a Qweerty widget for it  does that make it gay?,Kylenoon
9252,"{'notes': '', 'label': ['0']}","i got you your ""i &lt;3 fat bitches"" shirt. got one for matt and a ""i &lt;3 fat blunts"" shirt as well. Joe is around? or he in LA?",LoserLisa
9253,"{'notes': '', 'label': ['0']}",just got in  damn tired. i'll give ya a call tomorrow,Your_Mumma
9254,"{'notes': '', 'label': ['0']}",what's with the lack of internet? is it comcast? are they being a bitch?,jesss_94
9255,"{'notes': '', 'label': ['0']}",the google iPhone app sucks! Vlingo is much better and faster,Kaatje_68
9256,"{'notes': '', 'label': ['0']}","I would hate to be your cable modem at a time like this.  ""Eek  I'm next!""",silikonburn
9257,"{'notes': '', 'label': ['0']}",u should not hate. http://tinyurl.com/2ezd68 3:20+,BradyMucG
9258,"{'notes': '', 'label': ['0']}","""hate in ur heart will consume u 2"" how does that make u sick? dont b a hater on will smith",LaujBadAss
9259,"{'notes': '', 'label': ['0']}",LOL!  I'd hate to see you on the news. Don't cut anyone.  RELAX!,TiffanyHeyy
9260,"{'notes': '', 'label': ['0']}",wow That sucks. when i was in jersey our hotel had free wirelss,koswolf
9261,"{'notes': '', 'label': ['0']}",I am all a twitter hahaha! lulz. Shit. Sometimes I hate my job. Ooooh trauma. Later sexy.,oohjazzyx3
9262,"{'notes': '', 'label': ['0']}",Well.. Sucks to be you. Oh well.,mycherrymoon
9263,"{'notes': '', 'label': ['0']}",bitch gash thrash,Smashlers
9264,"{'notes': '', 'label': ['0']}",i hate snow. you can give me yr car. if you want.,DiGorio
9265,"{'notes': '', 'label': ['0']}",OH GOD DAMN IT!!,xelyna
9266,"{'notes': '', 'label': ['0']}",I know  haha  and the cold sucks  but I get so excited when it does snow.  They say it'll turn to rain so I want to catch it!,bethamyotte
9267,"{'notes': '', 'label': ['0']}",lol. SAVE THE WHALE! post more.,anaiiii
9268,"{'notes': '', 'label': ['0']}",i hate when that happens.,missbladenyc
9269,"{'notes': '', 'label': ['0']}",hope i didn't actually scare you or freak you out in @BradmanTV earlier lol,sabrinadone
9270,"{'notes': '', 'label': ['0']}",*sends fruit basket* Hope you get better soon  being sick sucks!,RyanFrench
9271,"{'notes': '', 'label': ['0']}",CHALUPA!!!!  I hate how TB is only open till 11...  :/,MaddCivic
9272,"{'notes': '', 'label': ['0']}",S&#229;...To be honest  i love you so fucking much because you're cute. Roflmfao I love abbreviations. Ah  jeg er jo god! XD,jscanalita
9273,"{'notes': '', 'label': ['0']}",well some bitch..,StrAwBeRRy712
9274,"{'notes': '', 'label': ['0']}",ahahaha. you're a nerd. &lt;3,JayCee0213
9275,"{'notes': '', 'label': ['0']}",I FUCKING TOLD YOU! GAYEST SHOW EVER!!!! WIN WIN WIN,RandomAnecdotes
9276,"{'notes': '', 'label': ['0']}",So sorry to hear that. Sucks that all transmission work is kinda like that. Argh.,CarissaCalhoun
9277,"{'notes': '', 'label': ['0']}",Looks like they are all sold out already.  Damn.,davidmccolgan
9278,"{'notes': '', 'label': ['0']}",dude that fucking sucks. He was a cool cat. RIP,Snuva
9279,"{'notes': '', 'label': ['0']}",Me too!  I hate facebook!  Transatlantic hi5!,ubringmejoi
9280,"{'notes': '', 'label': ['0']}",Damn  that sucks! What the heck were MPs doing on a public road in the Central Coast?,ChanNicole
9281,"{'notes': '', 'label': ['0']}",This is why I feel like I have to do everything myself  It's a damn shame you can't trust people to hold up their end of shit.,hollymark
9282,"{'notes': '', 'label': ['0']}",doesn't Ronson ALWAYS win???  That shit is dope as FUCK BTW.,JOYinAZ
9283,"{'notes': '', 'label': ['0']}",Those damn republican ninjas... what are we to do?,abbt624
9284,"{'notes': '', 'label': ['0']}",Nice to meet you  too! The moon was friggin awesome. Biiig!!! I tried taking pictures  but my camera sucks.,carabeth1989
9285,"{'notes': '', 'label': ['0']}",check that.  looks pretty.  it only sucks when you're in it.,ma_chelle
9286,"{'notes': '', 'label': ['0']}",damn right.,vcvb
9287,"{'notes': '', 'label': ['0']}", it's sucks did you get the message about it.,frouse
9288,"{'notes': '', 'label': ['0']}",What do you think about this in regards to your nerd daily lists: http://is.gd/a4vQ I'm just curious.,fergarcilita
9289,"{'notes': '', 'label': ['0']}",Wow! Very impressive  but you are going to get hate-mail from the Apple lovers. And the XP lovers. And the linux Lovers. :P,ZoeKravitz
9290,"{'notes': '', 'label': ['0']}",Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :),shakingmilk
9291,"{'notes': '', 'label': ['0']}",http://twitpic.com/t9za - good god. that looks OUCH! although the splattering on the guitar is pretty damn cool.,peekaboopicks
9292,"{'notes': '', 'label': ['0']}",well two outta four ain't bad :D  OW! i just realized i have a splinter... where the fuck did i get that?!,sporfle
9293,"{'notes': '', 'label': ['0']}",god that sucks. that's how my job was for like the last 6 months or so i was there. thank frank for internet access yeah?! ;),Saundraaa
9294,"{'notes': '', 'label': ['0']}",I hate that..... what was it?,frogworth
9295,"{'notes': '', 'label': ['0']}",You are with your parents????? You poor baby! I love and hate vacationing with mine.,DJ_BUTCH
9296,"{'notes': '', 'label': ['0']}",OMG Sheesh. Its probably good though.  Right balance of sweet  salt   fat  heart attack  diabetes and stroke all in one bite.,tyeishafaye16
9297,"{'notes': '', 'label': ['0']}",Damn. That's pretty bad. Ewww...,drewthomsen
9298,"{'notes': '', 'label': ['0']}",LOL - actually  after having my bitch fit  I think it could be Mozillla Thunderbird thats is causing the problem!,Jesusfreak_1623
9299,"{'notes': '', 'label': ['0']}",it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!,buffyfest
9300,"{'notes': '', 'label': ['0']}",omg NO I DON'T hahahaha that's one of the very few songs I truly hate.  drives coworkers crazy because they think it's awesome!,betterinpink
9301,"{'notes': '', 'label': ['0']}",tweets that 'Bill O'Reilly is Gay' http://tinyurl.com/97jrc6 Hysterical prank.,the_erin_a
9302,"{'notes': '', 'label': ['0']}",That sucks smelly donkey testicals. I was up and doing house work then.,nahbois
9303,"{'notes': '', 'label': ['0']}",Whats next? Should be put a CALORIE tax on the food we eat during the holidays ? I'm dreaming of a FAT XMAS..LOL,khcrybaby
9304,"{'notes': '', 'label': ['0']}",damn. now im craving them from you tweeting them!,caseyopia
9305,"{'notes': '', 'label': ['0']}",Damn! Nice computer! Yeah  it is the higher end model.,Hi_kL
9306,"{'notes': '', 'label': ['0']}",yes please! I'd kill for a Guinness at work right now  don't make me kill a bitch!,swayshay
9307,"{'notes': '', 'label': ['0']}",that was a funny ass video!,Ivonnebrok
9308,"{'notes': '', 'label': ['0']}",The ex-gay ministry  Living Waters has one geared to high schoolers! JUST KIDDING! ;),alexiaa173
9309,"{'notes': '', 'label': ['0']}",haha. a little off. but i picked up my 28 year old's sister copy that we got her for christmas and tried to hate it.,SaddlyRealistic
9310,"{'notes': '', 'label': ['0']}",don't hate Suai I'm hilarious.,veezus
9311,"{'notes': '', 'label': ['0']}",hear hear. hate that in all sports.,bybenjamin
9312,"{'notes': '', 'label': ['0']}",...oh :( that sucks.,irenezhang
9313,"{'notes': '', 'label': ['0']}",Damn I knew Big tree trunk would get around ur way sooner or later. Do I like being watched by who?Big tree trunk or in general,schestercove
9314,"{'notes': '', 'label': ['0']}",ask that nigga why he auto-tuned that joint if he can actually sing...I hate that shit...haha,hithah
9315,"{'notes': '', 'label': ['0']}",wake the fuck up!,TurboSpeed
9316,"{'notes': '', 'label': ['0']}",http://tinyurl.com/94v4b5  Seems like another reason to love apple/hate microsoft,GreenePC
9317,"{'notes': '', 'label': ['0']}",Me too - and now I hate KIIS almost just as much.,siriuslyheather
9318,"{'notes': '', 'label': ['0']}",Yeah it's absolutely terrible! I'm w/@cristyissues - hate the show!,nyankokimi
9319,"{'notes': '', 'label': ['0']}",ha ha ha ha! If you cook them right they can taste amazing  seriously! Almonds are good too. Sucks about the supplement :(.,Musiclovesme
9320,"{'notes': '', 'label': ['0']}",oh the poor thing! Sucks that you can't use electronic devices in a hospital :( 5 year old copies of That's Life just won't do.,brokenangel1982
9321,"{'notes': '', 'label': ['0']}",oh god...no more rock of love please...those reality shows are gettin old as fuck now.,KeirsteaDesigns
9322,"{'notes': '', 'label': ['0']}",how the fuck do I know your name? I know I've heard it before...who have you worked with?,BellasGuardian
9323,"{'notes': '', 'label': ['0']}",I AM USING THE NUMBER YOU PROVIDED  HOOR. Perhaps you shouldn't have given me some old fat dude's number. :D,xtine1986
9324,"{'notes': '', 'label': ['0']}",Cookies! And meat sauce! And mushroom ragout for tomorrow. And...oh  damn  where's my list? Gack.,FabulousTia
9325,"{'notes': '', 'label': ['0']}",@akaMonty *HATE*,arianneftsk
9326,"{'notes': '', 'label': ['0']}",Fat Bastard.,surendrapathak
9327,"{'notes': '', 'label': ['0']}",Surprisingly  I found that Oz wasn't gay ENOUGH for me.,h4nn4hhh
9328,"{'notes': '', 'label': ['0']}",hate their commercial with mom relaxing with salad while kids play-that place is TOO loud and full of tweens w/potty mouths!,sunshineehoneyy
9329,"{'notes': '', 'label': ['0']}",uhhhhh that sucks! do you have a blanket in the car to wrap? I'd be worried about snowed in car though...,MicheleBell21
9330,"{'notes': '', 'label': ['0']}",uh  yeah  LOL! I wouldn't say thin really  but I SO HATE exercising! I could eat less brownies I suppose ;),DaleFluffy
9331,"{'notes': '', 'label': ['0']}",You're such the nerd. &lt;3 Also  time to shower. WHEE!,gabundy
9332,"{'notes': '', 'label': ['0']}",I played in those days too.. I like these days better. Running everywhere sucks balls.,tynie626
9333,"{'notes': '', 'label': ['0']}",thanks girl  and damn you @robertocstone for sending me that OJ da Juiceman mixtape cover. LMAO,picsruledolfins
9334,"{'notes': '', 'label': ['0']}",dont hate on my man booba. That's corentin's homeboy. He's a super sexy french rapper,kperches
9335,"{'notes': '', 'label': ['0']}",that sucks try this one http://tinyurl.com/yozen3,rudyrudolph
9336,"{'notes': '', 'label': ['0']}",i would if i could get done with mine...damn hgtv is making it impossible!,Cheeks_
9337,"{'notes': '', 'label': ['0']}",my bitch of a sister sold ours. I had like every fuckin game. :-(,StephieM
9338,"{'notes': '', 'label': ['0']}",I hate sisters,biancaamore
